date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:15:57	26307/26307	---M--	200	added ('OK')	image/jpeg	etag:%22531e160f-66c3%22	http://2012.drupalcamptoronto.org/sites/default/files/images/news-top-ten.jpg	./2012.drupalcamptoronto.org/sites/default/files/images/news-top-ten/index.jpg	(from http://2012.drupalcamptoronto.org/)
15:15:57	22147/22147	---MCZ	200	added ('OK')	text/html	etag:W/%221480918556%22	http://2012.drupalcamptoronto.org/sponsorships/digital-echidna	./2012.drupalcamptoronto.org/sponsorships/digital-echidna/index.html	(from http://2012.drupalcamptoronto.org/)
15:15:57	22240/22240	---MCZ	200	added ('OK')	text/html	etag:W/%221480918557%22	http://2012.drupalcamptoronto.org/sponsorships/nextide	./2012.drupalcamptoronto.org/sponsorships/nextide/index.html	(from http://2012.drupalcamptoronto.org/)
15:15:58	22186/22186	---MCZ	200	added ('OK')	text/html	etag:W/%221480918557%22	http://2012.drupalcamptoronto.org/sponsorships/2bitscom	./2012.drupalcamptoronto.org/sponsorships/2bitscom/index.html	(from http://2012.drupalcamptoronto.org/)
15:15:58	203618/203618	---M--	200	added ('OK')	image/jpeg	etag:%22531e160f-31b62%22	http://2012.drupalcamptoronto.org/sites/default/files/banner-bofs_0.jpg?1351898283	./2012.drupalcamptoronto.org/sites/default/files/banner-bofs_0/index.jpg	(from http://2012.drupalcamptoronto.org/)
15:15:58	23115/23115	---MCZ	200	added ('OK')	text/html	etag:W/%221480918558%22	http://2012.drupalcamptoronto.org/sponsorships/evolving-web	./2012.drupalcamptoronto.org/sponsorships/evolving-web/index.html	(from http://2012.drupalcamptoronto.org/)
15:15:58	223471/223471	---M--	200	added ('OK')	image/png	etag:%22531e160f-368ef%22	http://2012.drupalcamptoronto.org/sites/default/files/banner-asteroid_0.png?1352397929	./2012.drupalcamptoronto.org/sites/default/files/banner-asteroid_0/index.png	(from http://2012.drupalcamptoronto.org/)
15:15:58	21819/21819	---MCZ	200	added ('OK')	text/html	etag:W/%221480918558%22	http://2012.drupalcamptoronto.org/sponsorships/jma-consulting	./2012.drupalcamptoronto.org/sponsorships/jma-consulting/index.html	(from http://2012.drupalcamptoronto.org/)
15:15:59	23663/23663	---MCZ	200	added ('OK')	text/html	etag:W/%221480918558%22	http://2012.drupalcamptoronto.org/sponsorships/lullabot	./2012.drupalcamptoronto.org/sponsorships/lullabot/index.html	(from http://2012.drupalcamptoronto.org/)
15:15:59	21876/21876	---M-Z	200	added ('OK')	text/html	etag:W/%221480918559%22	http://2012.drupalcamptoronto.org/sponsorships/k2-digital	./2012.drupalcamptoronto.org/sponsorships/k2-digital/index.html	(from http://2012.drupalcamptoronto.org/)
15:16:00	22241/22241	---MCZ	200	added ('OK')	text/html	etag:W/%221480918559%22	http://2012.drupalcamptoronto.org/sponsorships/discovery-garden	./2012.drupalcamptoronto.org/sponsorships/discovery-garden/index.html	(from http://2012.drupalcamptoronto.org/)
15:16:00	22138/22138	---MCZ	200	added ('OK')	text/html	etag:W/%221480918560%22	http://2012.drupalcamptoronto.org/sponsorships/verge-interactive	./2012.drupalcamptoronto.org/sponsorships/verge-interactive/index.html	(from http://2012.drupalcamptoronto.org/)
15:16:00	23210/23210	---MCZ	200	added ('OK')	text/html	etag:W/%221480918560%22	http://2012.drupalcamptoronto.org/news/likes-and-retweets-are-votes-too	./2012.drupalcamptoronto.org/news/likes-and-retweets-are-votes-too/index.html	(from http://2012.drupalcamptoronto.org/)
15:16:01	26970/26970	---M-Z	200	added ('OK')	text/html	etag:W/%221480918560%22	http://2012.drupalcamptoronto.org/news/start-voting	./2012.drupalcamptoronto.org/news/start-voting/index.html	(from http://2012.drupalcamptoronto.org/)
