date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:16:25	2911/2911	---M--	200	added ('OK')	image/png	etag:%225324ca16-b5f%22	http://2013.drupalcamptoronto.org/sites/default/files/styles/sponsor_logo/public/logo-nextide.png?itok=jxoNuJ7N	./2013.drupalcamptoronto.org/sites/default/files/styles/sponsor_logo/public/logo-nextide/index.png	(from http://2013.drupalcamptoronto.org/sponsors)
14:16:25	3920/3920	---M--	200	added ('OK')	image/png	etag:%225324ca16-f50%22	http://2013.drupalcamptoronto.org/sites/default/files/styles/sponsor_logo/public/logo-civicactions.png?itok=R2qr2mWO	./2013.drupalcamptoronto.org/sites/default/files/styles/sponsor_logo/public/logo-civicactions/index.png	(from http://2013.drupalcamptoronto.org/sponsors)
14:16:25	5260/5260	---M--	200	added ('OK')	image/png	etag:%2258440666-148c%22	http://2013.drupalcamptoronto.org/sites/all/themes/at_dcto2013/images/logo-kalamuna.png	./2013.drupalcamptoronto.org/sites/all/themes/at_dcto2013/images/logo-kalamuna/index.png	(from http://2013.drupalcamptoronto.org/sponsors)
14:16:26	26548/26548	---MCZ	200	added ('OK')	text/html	etag:W/%221480914985%22	http://2013.drupalcamptoronto.org/node/33	./2013.drupalcamptoronto.org/node/33/index.html	(from http://2013.drupalcamptoronto.org/become-a-sponsor)
14:16:27	21475/21475	---MCZ	403	error ('Forbidden')	text/html	etag:W/%221480914986%22	http://2013.drupalcamptoronto.org/user/register	./2013.drupalcamptoronto.org/user/register/index.html	(from http://2013.drupalcamptoronto.org/)
14:16:27	24398/24398	---MCZ	200	added ('OK')	text/html	etag:W/%221480914986%22	http://2013.drupalcamptoronto.org/node/116	./2013.drupalcamptoronto.org/node/116/index.html	(from http://2013.drupalcamptoronto.org/news/platinum-sponsor-interview-with-myplanet-digital)
14:16:27	21726/21726	---MCZ	200	added ('OK')	text/html	etag:W/%221480914986%22	http://2013.drupalcamptoronto.org/user/2	./2013.drupalcamptoronto.org/user/2/index.html	(from http://2013.drupalcamptoronto.org/users/admin)
14:16:28	5478/5478	---M--	200	added ('OK')	image/png	etag:%225324ca16-1566%22	http://2013.drupalcamptoronto.org/sites/default/files/styles/thumbnail/public/pictures/picture-2-1372182080.png?itok=aSv08IEp	./2013.drupalcamptoronto.org/sites/default/files/styles/thumbnail/public/pictures/picture-2-1372182080/index.png	(from http://2013.drupalcamptoronto.org/users/admin)
14:16:28	19662/19662	---MCZ	200	added ('OK')	text/html	etag:W/%221480914988%22	http://2013.drupalcamptoronto.org/node/56	./2013.drupalcamptoronto.org/node/56/index.html	(from http://2013.drupalcamptoronto.org/sponsors/myplanet-digital)
14:16:29	26052/26052	---MCZ	200	added ('OK')	text/html	etag:W/%221480914988%22	http://2013.drupalcamptoronto.org/news/vote-for-your-favourite-session	./2013.drupalcamptoronto.org/news/vote-for-your-favourite-session/index.html	(from http://2013.drupalcamptoronto.org/)
14:16:29	23028/23028	---MCZ	200	added ('OK')	text/html	etag:W/%221480914988%22	http://2013.drupalcamptoronto.org/node/57	./2013.drupalcamptoronto.org/node/57/index.html	(from http://2013.drupalcamptoronto.org/news/registration-is-now-open)
14:16:30	23795/23795	---MCZ	200	added ('OK')	text/html	etag:W/%221480914989%22	http://2013.drupalcamptoronto.org/node/38	./2013.drupalcamptoronto.org/node/38/index.html	(from http://2013.drupalcamptoronto.org/news/drupalcamp-toronto-2013-is-landing-soon)
14:16:30	19678/19678	---MCZ	200	added ('OK')	text/html	etag:W/%221480914990%22	http://2013.drupalcamptoronto.org/node/77	./2013.drupalcamptoronto.org/node/77/index.html	(from http://2013.drupalcamptoronto.org/sponsors/therefore-interactive)
